UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
M19580,x1,303.4,311.7,1353,44.1,192,1,Heat Dissipation Failure,15/06/2002 16:00
L51901,x_1,287.5,311.8,1927,21.9,195,0,No Failure,15/06/2002 17:00
M19582,x1,303.4,311.8,1391,42.7,197,0,No Failure,15/06/2002 18:00
L51903,x_1,303.4,311.8,1366,50.9,200,1,Heat Dissipation Failure,15/06/2002 19:00
L51904,x_1,303.4,311.9,,31.6,202,0,No Failure,15/06/2002 20:00
M19585,x1,303.4,311.8,1515,42.6,204,0,No Failure,15/06/2002 21:00
M19586,x1,303.4,311.8,2133,18.3,207,0,No Failure,15/06/2002 22:00
M19587,x1,303.4,311.8,1341,47,210,1,Heat Dissipation Failure,15/06/2002 23:00
L51908,x_1,303.4,311.7,1406,47.1,213,0,No Failure,16/06/2002 00:00
L51909,x_1,303.4,311.8,1306,61,215,1,Heat Dissipation Failure,16/06/2002 01:00
L51910,x_1,303.3,311.7,1508,35.5,217,0,No Failure,16/06/2002 02:00
L51911,x_1,287.3,311.6,1301,45.1,219,1,Heat Dissipation Failure,16/06/2002 03:00
L51912,x_1,287.3,311.7,1539,38.5,221,0,No Failure,16/06/2002 04:00
L51913,x_1,303.3,311.6,1484,44.6,223,0,No Failure,16/06/2002 05:00
L51914,x_1,303.2,311.5,1507,39.2,225,0,No Failure,16/06/2002 06:00
L51915,x_1,303.2,311.5,1544,42.5,227,0,No Failure,16/06/2002 07:00
L51916,x_1,303.2,311.5,1513,37.9,0,0,No Failure,16/06/2002 08:00
M19597,x1,303.2,311.5,1336,58.2,2,1,Heat Dissipation Failure,16/06/2002 09:00
M19598,x1,303.2,311.4,2102,19,5,0,No Failure,16/06/2002 10:00
L51919,x_1,303.2,311.4,1351,53.8,8,1,Heat Dissipation Failure,16/06/2002 11:00
L51920,x_1,303.3,311.5,1601,35.2,10,0,No Failure,16/06/2002 12:00
L51921,x_1,303.2,311.3,1393,52.9,12,0,No Failure,16/06/2002 13:00
L51922,x_1,303.3,311.3,1592,33.7,14,0,No Failure,16/06/2002 14:00
L51923,X2,303.3,311.3,1409,51.8,16,0,Error,16/06/2012 15:00
L51924,x_1,303.3,311.3,1393,47.4,18,0,No Failure,16/06/2002 16:00
H34159,X1,303.2,311.2,1475,43.1,20,0,No Failure,16/06/2002 17:00
L51926,x_1,303.2,311.2,1427,45.6,25,0,No Failure,16/06/2002 18:00
L51927,x_1,303.3,311.2,1763,27.3,27,0,No Failure,16/06/2002 19:00
L51928,x_1,303.2,311.2,1363,46.7,29,1,Heat Dissipation Failure,16/06/2002 20:00
L51929,x_1,303.2,311.2,1404,50.9,31,0,No Failure,16/06/2002 21:00
M19610,x1,303.2,311.2,1688,31.9,33,0,No Failure,16/06/2002 22:00
L51931,x_1,303.3,311.4,1510,37.3,36,0,No Failure,16/06/2002 23:00
H34166,X1,303.3,311.3,1502,39.5,38,0,No Failure,17/06/2002 00:00
H34167,X1,303.2,311.4,1607,36.6,43,0,No Failure,17/06/2002 01:00
M19614,x1,303.3,311.5,1384,54.8,48,0,Error,17/06/2002 02:00
L51935,x_1,303.4,311.7,1295,51.3,51,1,Heat Dissipation Failure,17/06/2002 03:00
H34170,X1,287.4,311.7,1991,19,53,0,No Failure,17/06/2002 04:00
L51937,x_1,303.4,311.6,1497,42.8,58,0,No Failure,17/06/2002 05:00
L51938,x_1,303.5,311.6,1465,48.7,60,0,No Failure,17/06/2002 06:00
L51939,x_1,303.5,311.6,1361,46.5,62,1,Heat Dissipation Failure,17/06/2002 07:00
L51940,x_1,303.6,311.7,1546,38.5,64,0,No Failure,17/06/2002 08:00
H34175,X1,303.7,311.9,1332,52.7,66,1,Heat Dissipation Failure,17/06/2002 09:00
M19622,x1,303.7,312,2663,11.4,71,1,Power Failure,17/06/2002 10:00
L51943,x_1,303.7,312.1,1443,45.9,74,0,No Failure,17/06/2002 11:00
M19624,x1,303.7,312,1402,48.6,76,0,No Failure,17/06/2002 12:00
L51945,x_1,303.7,312,1892,22.5,79,0,No Failure,17/06/2002 13:00
M19626,x1,303.6,312,1645,35.7,81,0,No Failure,17/06/2002 14:00
L51947,x_1,303.6,311.9,1473,50.1,84,0,No Failure,17/06/2002 15:00
L51948,x_1,303.6,312,1309,52.9,86,1,Heat Dissipation Failure,17/06/2002 16:00
H34183,X1,303.6,311.9,1544,37.1,88,0,No Failure,17/06/2002 17:00
L51950,x_1,303.5,311.9,1344,49.3,93,1,Heat Dissipation Failure,17/06/2002 18:00
M19631,x1,287.6,311.9,1617,36,95,0,No Failure,17/06/2002 19:00
M19632,x1,303.6,312,1435,37.9,98,0,No Failure,17/06/2002 20:00
L51953,x_1,303.6,312,1391,50.3,101,0,No Failure,17/06/2002 21:00
L51954,x_1,303.6,312,1827,23.3,103,0,No Failure,17/06/2002 22:00
L51955,x_1,303.5,312,1761,25.8,105,0,No Failure,17/06/2002 23:00
L51956,x_1,303.5,312.1,1522,36.4,107,0,No Failure,18/06/2002 00:00
M19637,x1,303.5,312.2,1818,23.6,109,0,No Failure,18/06/2002 01:00
H34192,X1,303.6,312.2,1371,54.6,112,1,Heat Dissipation Failure,18/06/2002 02:00
L51959,x_1,303.7,312.3,1511,38.9,117,0,No Failure,18/06/2002 03:00
L51960,x_1,303.7,312.4,1404,46.6,119,0,No Failure,18/06/2002 04:00
L51961,x_1,303.7,312.3,1384,45.9,121,0,No Failure,18/06/2002 05:00
L51962,x_1,303.8,312.5,1368,52.6,123,0,No Failure,18/06/2002 06:00
L51963,x_1,303.7,312.5,1641,36,125,0,No Failure,18/06/2002 07:00
L51964,x_1,303.9,312.6,1642,32.3,127,0,No Failure,18/06/2002 08:00
H34199,X1,303.9,312.7,1401,50,129,0,No Failure,18/06/2002 09:00
L51966,x_1,303.8,312.6,1577,41.3,134,0,No Failure,18/06/2002 10:00
L51967,x_1,303.7,312.6,1396,44.1,136,0,No Failure,18/06/2002 11:00
H34202,X1,303.7,312.6,1514,35.5,138,0,No Failure,18/06/2002 12:00
L51969,x_1,303.8,312.8,1646,35.8,143,0,No Failure,18/06/2002 13:00
L51970,x_1,303.8,312.8,1443,40.7,145,0,No Failure,18/06/2002 14:00
M19651,x1,303.7,312.7,1469,48.5,147,0,No Failure,18/06/2002 15:00
H34206,X1,303.7,312.7,1564,40.2,150,0,No Failure,18/06/2002 16:00
H34207,X1,303.6,312.6,1498,40.2,155,0,No Failure,18/06/2002 17:00
L51974,x_1,303.6,312.6,1699,27.9,160,0,No Failure,18/06/2002 18:00
L51975,x_1,303.6,312.5,1431,49,162,0,No Failure,18/06/2002 19:00
L51976,x_1,303.5,312.4,1390,47.3,164,0,No Failure,18/06/2002 20:00
L51977,x_1,303.5,312.5,1380,46.1,166,0,No Failure,18/06/2002 21:00
L51978,X2,303.5,312.5,1457,46.4,168,0,No Failure,18/06/2012 22:00
L51979,x_1,303.5,312.5,1418,42.2,170,0,No Failure,18/06/2002 23:00
M19660,x1,303.5,312.5,1353,51,172,0,No Failure,19/06/2002 00:00
L51981,x_1,303.5,312.4,1574,32.7,175,0,No Failure,19/06/2002 01:00
M19662,x1,303.5,312.4,1318,54.2,177,0,No Failure,19/06/2002 02:00
L51983,x_1,303.6,312.5,1710,31.4,180,0,No Failure,19/06/2002 03:00
L51984,x_1,303.7,312.6,1621,38.8,182,0,No Failure,19/06/2002 04:00
L51985,x_1,303.6,312.6,1606,33.6,184,0,No Failure,19/06/2002 05:00
H34220,X1,303.6,312.5,1375,54,186,0,No Failure,19/06/2002 06:00
L51987,x_1,303.5,312.4,1503,36.5,191,0,No Failure,19/06/2002 07:00
L51988,x_1,303.5,312.3,1404,48.6,193,0,No Failure,19/06/2002 08:00
L51989,x_1,303.4,312.2,1656,32.7,195,0,No Failure,19/06/2002 09:00
M19670,x1,303.4,312.1,1499,39.4,197,0,No Failure,19/06/2002 10:00
M19671,x1,303.4,312,1748,28.4,200,0,No Failure,19/06/2002 11:00
L51992,x_1,303.4,311.9,1531,37.9,203,0,No Failure,19/06/2002 12:00
M19673,x1,303.3,311.8,1536,40.6,205,0,No Failure,19/06/2002 13:00
L51994,x_1,303.4,311.8,1401,53,208,1,Overstrain Failure,19/06/2002 14:00
H34229,X1,287.4,311.9,1534,33.2,210,0,Error,19/06/2002 15:00
L51996,x_1,303.4,312,1521,35.9,215,1,Tool Wear Failure,19/06/2002 16:00
L51997,x_1,303.5,312.1,1674,30.8,0,0,No Failure,19/06/2002 17:00
M19678,x1,303.6,312.1,1967,20.9,2,0,No Failure,19/06/2002 18:00
L51999,x_1,303.6,312.2,1696,30.7,5,0,No Failure,19/06/2002 19:00
M19680,x1,303.6,312.1,1627,32.5,7,0,No Failure,19/06/2002 20:00
L52001,x_1,303.5,311.9,1405,45.6,10,0,No Failure,19/06/2002 21:00
L52002,x_1,303.5,311.9,1565,38.9,12,0,No Failure,19/06/2002 22:00
L52003,x_1,303.5,311.9,1493,38.7,14,0,No Failure,19/06/2002 23:00
L52004,x_1,303.4,311.8,1499,45,16,0,No Failure,20/06/2002 00:00
L52005,x_1,303.3,311.8,1692,30.6,18,0,No Failure,20/06/2002 01:00
L52006,x_1,287.4,311.8,2268,15.8,20,0,No Failure,20/06/2002 02:00
L52007,x_1,303.4,311.8,1438,58.9,22,0,No Failure,20/06/2002 03:00
L52008,x_1,303.5,311.9,1515,119,24,0,No Failure,20/06/2002 04:00
L52009,x_1,303.4,311.9,1491,38.2,26,0,No Failure,20/06/2002 05:00
L52010,x_1,303.5,312,1756,29.7,28,0,No Failure,20/06/2002 06:00
L52011,x_1,303.5,312,1366,54.5,30,1,Heat Dissipation Failure,20/06/2002 07:00
L52012,x_1,303.5,312,1436,45.1,32,0,No Failure,20/06/2002 08:00
L52013,x_1,303.4,311.9,1377,41.6,34,1,Heat Dissipation Failure,20/06/2002 09:00
M19694,x1,303.4,311.9,1510,42.2,36,0,No Failure,20/06/2002 10:00
M19695,x1,287.4,311.9,1419,50.9,39,0,No Failure,20/06/2002 11:00
L52016,x_1,303.3,311.8,1315,62,42,1,Heat Dissipation Failure,20/06/2002 12:00
H34251,X1,303.3,311.8,1806,107.5,44,0,No Failure,20/06/2002 13:00
H34252,X1,303.3,311.8,1649,29.4,49,0,No Failure,20/06/2002 14:00
H34253,X1,303.4,311.9,1402,50,54,0,No Failure,20/06/2002 15:00
L52020,x_1,303.4,311.9,1298,63.9,59,1,Heat Dissipation Failure,20/06/2002 16:00
M19701,x1,303.3,311.8,1441,44.9,61,0,No Failure,20/06/2002 17:00
M19702,x1,303.3,311.8,1489,49.4,64,0,No Failure,20/06/2002 18:00
L52023,x_1,303.3,311.8,1842,24.5,67,0,No Failure,20/06/2002 19:00
M19704,x1,303.4,311.8,1316,130.7,69,1,Heat Dissipation Failure,20/06/2002 20:00
M19705,x1,287.3,311.8,1583,33.3,72,0,No Failure,20/06/2002 21:00
M19706,x1,303.3,311.8,1548,33.5,75,0,No Failure,20/06/2002 22:00
L52027,x_1,303.4,311.9,1434,44.6,78,0,No Failure,20/06/2002 23:00
H34262,X1,303.5,312,1397,52.9,80,0,No Failure,21/06/2002 00:00
M19709,x1,303.5,312,1475,42.9,85,0,No Failure,21/06/2002 01:00
L52030,x_1,303.5,312,1441,56.8,88,0,No Failure,21/06/2002 02:00
L52031,x_1,303.7,312.1,1363,51.8,90,1,Heat Dissipation Failure,21/06/2002 03:00
L52032,x_1,303.7,312.2,1619,34.9,92,0,No Failure,21/06/2002 04:00
L52033,x_1,303.7,312.2,1487,34,94,0,No Failure,21/06/2002 05:00
L52034,x_1,303.7,312.2,1568,33.8,96,0,No Failure,21/06/2002 06:00
L52035,x_1,303.7,312.3,1375,46.2,98,0,No Failure,21/06/2002 07:00
M19716,x1,303.6,312.3,1698,31.3,100,0,No Failure,21/06/2002 08:00
L52037,x_1,303.7,312.3,1606,37.4,103,0,No Failure,21/06/2002 09:00
L52038,x_1,303.7,312.3,1349,51,105,0,No Failure,21/06/2002 10:00
L52039,x_1,303.7,312.4,1535,38.6,107,0,No Failure,21/06/2002 11:00
M19720,x1,303.6,312.4,1504,49.5,109,0,No Failure,21/06/2002 12:00
L52041,x_1,303.5,312.3,1946,21.1,112,0,Error,21/06/2002 13:00
L52042,x_1,303.5,312.1,1326,55.7,114,0,No Failure,21/06/2002 14:00
M19723,x1,303.6,312.3,1915,22.3,116,0,No Failure,21/06/2002 15:00
L52044,x_1,303.6,312.3,1451,43.4,119,0,No Failure,21/06/2002 16:00
M19725,x1,303.5,312.3,1624,34.8,121,0,No Failure,21/06/2002 17:00
L52046,x_1,303.6,312.4,1781,28.7,124,0,No Failure,21/06/2002 18:00
L52047,x_1,303.6,312.5,1345,54.1,126,0,No Failure,21/06/2002 19:00
L52048,x_1,303.6,312.4,1418,46,128,0,No Failure,21/06/2002 20:00
L52049,x_1,303.7,312.4,1718,26.5,130,0,No Failure,21/06/2002 21:00
M19730,x1,303.7,312.4,1631,28.5,132,0,No Failure,21/06/2002 22:00
L52051,x_1,303.7,312.4,1513,40.1,135,0,No Failure,21/06/2002 23:00
L52052,x_1,303.7,312.4,1316,59.3,137,0,No Failure,22/06/2002 00:00
M19733,x1,303.7,312.4,1474,38.8,139,0,No Failure,22/06/2002 01:00
L52054,x_1,303.8,312.5,1619,30.9,142,0,No Failure,22/06/2002 02:00
L52055,x_1,303.7,312.4,1702,31.2,144,0,No Failure,22/06/2002 03:00
M19736,x1,303.7,312.4,1540,37.4,146,0,No Failure,22/06/2002 04:00
M19737,x1,303.7,312.4,1546,113.5,149,0,No Failure,22/06/2002 05:00
L52058,x_1,303.7,312.4,1348,51,152,0,No Failure,22/06/2002 06:00
H34293,X1,303.7,312.5,1520,35.6,154,0,No Failure,22/06/2002 07:00
M19740,x1,303.8,312.6,1527,41.9,159,0,No Failure,22/06/2002 08:00
M19741,x1,303.8,312.6,1406,47.1,162,0,No Failure,22/06/2002 09:00
L52062,x_1,303.7,312.5,1462,46.2,165,0,No Failure,22/06/2002 10:00
M19743,x1,303.8,312.6,1684,29.3,167,0,No Failure,22/06/2002 11:00
H34298,X1,303.8,312.5,1655,28,170,0,No Failure,22/06/2002 12:00
H34299,X1,303.8,312.5,1748,25.1,175,0,No Failure,22/06/2002 13:00
L52066,x_1,303.8,312.5,1372,45.7,180,0,No Failure,22/06/2002 14:00
L52067,x_1,303.7,312.5,1481,33.3,182,0,No Failure,22/06/2002 15:00
L52068,x_1,303.7,312.4,1512,39.2,184,0,No Failure,22/06/2002 16:00
L52069,x_1,303.7,312.5,1632,36.6,186,0,No Failure,22/06/2002 17:00
L52070,x_1,303.7,312.4,1525,43.9,188,0,No Failure,22/06/2002 18:00
M19751,x1,303.7,312.3,1756,26.4,190,0,No Failure,22/06/2002 19:00
L52072,x_1,303.7,312.3,1922,23.1,193,0,No Failure,22/06/2002 20:00
M19753,x1,303.8,312.5,1448,44.3,195,0,No Failure,22/06/2002 21:00
H34308,X2,303.8,312.5,1447,46.6,198,0,No Failure,22/06/2012 22:00
M19755,x1,303.8,312.4,1597,33.4,203,0,No Failure,22/06/2002 23:00
M19756,x1,303.7,312.4,1642,32.3,206,0,No Failure,23/06/2002 00:00
H34311,X1,303.8,312.5,1525,38,209,0,No Failure,23/06/2002 01:00
H34312,X1,303.6,312.4,1460,53.7,214,0,No Failure,23/06/2002 02:00
L52079,x_1,303.6,312.3,2168,17.7,219,0,No Failure,23/06/2002 03:00
L52080,x_1,303.6,312.4,1388,41.9,221,0,No Failure,23/06/2002 04:00
M19761,x1,303.6,312.3,1630,32.4,223,0,No Failure,23/06/2002 05:00
L52082,x_1,303.6,312.3,1616,29.3,226,0,No Failure,23/06/2002 06:00
L52083,x_1,303.6,312.4,2232,16.8,0,0,No Failure,23/06/2002 07:00
H34318,X1,303.6,312.4,1480,50.7,2,0,No Failure,23/06/2002 08:00
L52085,x_1,303.6,312.4,1363,53.1,7,0,No Failure,23/06/2002 09:00
H34320,X1,303.6,312.4,,45.6,9,0,No Failure,23/06/2002 10:00
M19767,x1,303.6,312.5,1607,33.7,14,0,No Failure,23/06/2002 11:00
M19768,x1,303.6,312.5,1459,48.2,17,0,No Failure,23/06/2002 12:00
L52089,x_1,303.5,312.4,1481,43.7,20,0,No Failure,23/06/2002 13:00
M19770,x1,303.5,312.4,1606,31.7,22,0,No Failure,23/06/2002 14:00
L52091,x_1,303.5,312.3,1681,29.8,25,0,No Failure,23/06/2002 15:00
L52092,X2,303.5,312.2,1511,37.1,27,0,No Failure,23/06/2012 16:00
M19773,x1,303.5,312.3,1593,35.2,29,0,No Failure,23/06/2002 17:00
M19774,x1,303.5,312.3,1532,121.5,32,0,No Failure,23/06/2002 18:00
H34329,X1,303.5,312.3,1386,49,35,0,No Failure,23/06/2002 19:00
H34330,X1,303.4,312.3,1769,27.9,40,0,No Failure,23/06/2002 20:00
M19777,x1,303.4,312.2,1561,38.2,45,0,No Failure,23/06/2002 21:00
L52098,x_1,303.3,312.2,1457,40.7,48,0,No Failure,23/06/2002 22:00
L52099,x_1,303.3,312.2,1506,40,50,0,No Failure,23/06/2002 23:00
L52100,x_1,303.4,312.2,1337,69.4,52,1,Power Failure,24/06/2002 00:00
L52101,x_1,303.4,312.3,1287,54.8,54,0,No Failure,24/06/2002 01:00
M19782,x1,287.4,312.2,1615,35.7,56,0,No Failure,24/06/2002 02:00
M19783,x1,303.4,312.2,1972,103.3,59,0,No Failure,24/06/2002 03:00
H34338,X1,303.4,312.3,1522,42.1,62,0,No Failure,24/06/2002 04:00
L52105,x_1,303.4,312.3,1680,30.6,67,0,No Failure,24/06/2002 05:00
L52106,x_1,303.4,312.3,1502,36,69,0,No Failure,24/06/2002 06:00
M19787,x1,303.5,312.3,1543,33.3,71,0,No Failure,24/06/2002 07:00
L52108,x_1,303.5,312.3,1584,35.2,74,0,No Failure,24/06/2002 08:00
L52109,x_1,303.5,312.4,1340,44.5,76,0,No Failure,24/06/2002 09:00
L52110,x_1,303.4,312.3,1663,33.9,78,0,No Failure,24/06/2002 10:00
M19791,x1,303.3,312.1,1693,30,80,0,No Failure,24/06/2002 11:00
L52112,x_1,303.3,312.1,1418,44.7,83,0,No Failure,24/06/2002 12:00
H34347,X1,303.4,312.2,1554,36.8,85,0,No Failure,24/06/2002 13:00
L52114,x_1,303.4,312.2,1580,35.8,90,0,No Failure,24/06/2002 14:00
L52115,x_1,303.4,312.3,1479,42.8,92,0,No Failure,24/06/2002 15:00
L52116,x_1,303.5,312.4,1284,150.4,94,1,Power Failure,24/06/2002 16:00
L52117,x_1,303.4,312.3,1540,38.7,96,0,No Failure,24/06/2002 17:00
M19798,x1,303.5,312.4,1606,30.1,98,0,No Failure,24/06/2002 18:00
L52119,x_1,287.6,312.5,1286,62.4,101,0,No Failure,24/06/2002 19:00
L52120,x_1,303.6,312.6,1502,39.5,103,0,No Failure,24/06/2002 20:00
M19801,x1,303.6,312.7,1699,31.5,105,0,No Failure,24/06/2002 21:00
L52122,x_1,303.5,312.6,1602,34.2,108,0,No Failure,24/06/2002 22:00
H34357,X1,303.6,312.6,1436,42,110,0,No Failure,24/06/2002 23:00
M19804,x1,303.6,312.7,1765,27.5,115,0,No Failure,25/06/2002 00:00
L52125,x_1,303.6,312.7,1418,44.1,118,0,Error,25/06/2002 01:00
M19806,x1,303.7,312.7,1669,31.7,120,0,No Failure,25/06/2002 02:00
L52127,x_1,303.7,312.7,1395,53.9,123,0,No Failure,25/06/2002 03:00
M19808,X2,303.8,312.7,1500,41.7,125,0,No Failure,25/06/2012 04:00
M19809,x1,287.8,312.7,1555,33.4,128,0,No Failure,25/06/2002 05:00
M19810,x1,303.8,312.7,1919,20.2,131,0,No Failure,25/06/2002 06:00
L52131,x_1,287.8,312.7,1596,36.6,134,0,No Failure,25/06/2002 07:00
M19812,x1,303.8,312.7,1374,133.4,136,0,No Failure,25/06/2002 08:00
L52133,x_1,303.7,312.5,1670,26.1,139,0,No Failure,25/06/2002 09:00
L52134,x_1,303.7,312.6,1702,29.1,141,0,No Failure,25/06/2002 10:00
M19815,x1,303.8,312.5,,45.1,143,0,No Failure,25/06/2002 11:00
M19816,x1,303.8,312.5,2344,15.2,146,0,No Failure,25/06/2002 12:00
M19817,x1,303.8,312.6,1768,23.9,149,0,No Failure,25/06/2002 13:00
L52138,x_1,303.8,312.5,1523,47,152,0,No Failure,25/06/2002 14:00
L52139,x_1,303.8,312.6,1735,25.9,154,0,No Failure,25/06/2002 15:00
L52140,x_1,303.9,312.7,1339,62.3,156,0,No Failure,25/06/2002 16:00
L52141,x_1,303.9,312.7,1800,24.3,158,0,No Failure,25/06/2002 17:00
M19822,x1,304,312.7,1456,51.2,160,0,No Failure,25/06/2002 18:00
L52143,x_1,303.9,312.7,1789,24.4,163,0,No Failure,25/06/2002 19:00
L52144,x_1,303.9,312.7,1602,33.9,165,0,No Failure,25/06/2002 20:00
M19825,x1,303.8,312.7,1364,49.3,167,0,No Failure,25/06/2002 21:00
L52146,x_1,303.8,312.6,1793,28.1,170,0,No Failure,25/06/2002 22:00
L52147,x_1,303.9,312.6,1426,53.4,172,0,No Failure,25/06/2002 23:00
M19828,x1,287.9,312.7,1485,43.3,174,0,No Failure,26/06/2002 00:00
L52149,x_1,303.9,312.7,1528,38.4,177,0,No Failure,26/06/2002 01:00
L52150,x_1,287.8,312.6,1565,36,179,0,No Failure,26/06/2002 02:00
L52151,x_1,287.8,312.7,1838,27.8,181,0,No Failure,26/06/2002 03:00
H34386,X1,303.8,312.6,1811,24.9,183,0,No Failure,26/06/2002 04:00
L52153,x_1,303.8,312.7,1461,38.2,188,0,No Failure,26/06/2002 05:00
L52154,x_1,303.8,312.7,1414,41.7,190,0,No Failure,26/06/2002 06:00
L52155,x_1,303.7,312.7,1426,45.5,192,0,No Failure,26/06/2002 07:00
L52156,x_1,303.7,312.7,1359,56.8,194,1,Overstrain Failure,26/06/2002 08:00
L52157,x_1,303.7,312.7,1540,44.8,196,0,No Failure,26/06/2002 09:00
L52158,x_1,303.6,312.7,1429,47.7,198,0,No Failure,26/06/2002 10:00
M19839,x1,303.7,312.7,1612,36.3,200,0,No Failure,26/06/2002 11:00
M19840,x1,303.7,312.8,1685,31.8,203,0,No Failure,26/06/2002 12:00
M19841,x1,303.7,312.8,1558,37.7,206,0,No Failure,26/06/2002 13:00
L52162,x_1,303.7,313,1811,24.3,209,0,No Failure,26/06/2002 14:00
L52163,x_1,287.8,313.1,1869,25.8,211,0,No Failure,26/06/2002 15:00
L52164,x_1,303.8,313.1,1256,58.7,213,1,Overstrain Failure,26/06/2002 16:00
M19845,x1,303.8,313,1789,23.5,215,0,No Failure,26/06/2002 17:00
L52166,x_1,303.7,312.9,1502,40.5,0,0,No Failure,26/06/2002 18:00
M19847,x1,303.7,313,1303,54.4,2,0,No Failure,26/06/2002 19:00
L52168,x_1,287.8,313.1,2497,13,5,1,Power Failure,26/06/2002 20:00
L52169,x_1,303.9,313.2,1499,37.4,7,0,No Failure,26/06/2002 21:00
L52170,x_1,303.9,313.2,1393,46.5,9,0,No Failure,26/06/2002 22:00
M19851,x1,303.9,313,1475,41,11,0,No Failure,26/06/2002 23:00
L52172,x_1,303.8,312.9,1573,34.6,14,0,No Failure,27/06/2002 00:00
L52173,x_1,303.8,312.9,1819,23.7,16,0,No Failure,27/06/2002 01:00
M19854,x1,303.5,312.6,1642,29.4,18,0,No Failure,27/06/2002 02:00
L52175,x_1,303.6,312.6,1540,39.8,21,0,No Failure,27/06/2002 03:00
M19856,x1,303.6,312.8,1400,43.2,23,0,No Failure,27/06/2002 04:00
M19857,x1,303.6,312.8,2659,11.4,26,1,Power Failure,27/06/2002 05:00
M19858,x1,303.6,312.8,1825,25.2,29,0,No Failure,27/06/2002 06:00
M19859,x1,303.7,312.9,1532,41.3,32,0,No Failure,27/06/2002 07:00
L52180,x_1,303.7,312.8,1832,23.6,35,0,No Failure,27/06/2002 08:00
M19861,x1,303.6,312.7,2174,17.6,37,0,No Failure,27/06/2002 09:00
L52182,x_1,303.7,312.8,1627,31.7,40,0,No Failure,27/06/2002 10:00
L52183,x_1,303.7,312.8,1437,51.3,42,0,No Failure,27/06/2002 11:00
L52184,x_1,303.7,312.8,1364,46.3,44,0,No Failure,27/06/2002 12:00
M19865,x1,303.7,312.9,1444,52.7,46,0,No Failure,27/06/2002 13:00
M19866,x1,303.7,312.8,1366,47.3,49,0,No Failure,27/06/2002 14:00
L52187,x_1,303.8,312.9,1442,48.3,52,0,No Failure,27/06/2002 15:00
H34422,X1,303.7,312.8,1488,42.8,54,0,No Failure,27/06/2002 16:00
L52189,x_1,303.7,312.8,1523,40.7,59,0,No Failure,27/06/2002 17:00
L52190,x_1,303.7,312.8,1543,38.3,61,0,No Failure,27/06/2002 18:00
M19871,x1,303.7,312.8,1634,33.8,63,0,No Failure,27/06/2002 19:00
M19872,x1,303.8,312.9,1815,27.8,66,0,No Failure,27/06/2002 20:00
M19873,x1,287.8,312.9,1594,115,69,0,No Failure,27/06/2002 21:00
L52194,x_1,303.8,313,1452,38.6,72,0,No Failure,27/06/2002 22:00
L52195,x_1,303.9,313,1759,28.4,74,0,No Failure,27/06/2002 23:00
L52196,x_1,303.9,313,1408,47.5,76,0,No Failure,28/06/2002 00:00
L52197,x_1,303.9,313,1483,45,78,0,No Failure,28/06/2002 01:00
M19878,x1,303.9,313,1620,36.6,80,0,No Failure,28/06/2002 02:00
M19879,x1,304,313.1,1466,39.5,83,0,No Failure,28/06/2002 03:00
L52200,x_1,304.1,313.1,1556,36.3,86,0,No Failure,28/06/2002 04:00
L52201,x_1,304,313,1350,61.1,88,0,No Failure,28/06/2002 05:00
L52202,x_1,304,313.1,1404,47.1,90,0,No Failure,28/06/2002 06:00
M19883,x1,304,313,1575,34.5,92,0,No Failure,28/06/2002 07:00
L52204,x_1,303.9,313.1,1639,29,95,0,No Failure,28/06/2002 08:00
M19885,x1,303.9,313.1,1473,122.6,97,0,No Failure,28/06/2002 09:00
L52206,x_1,303.9,313.2,1481,119.8,100,0,No Failure,28/06/2002 10:00
L52207,x_1,304,313.3,1294,54.6,102,0,No Failure,28/06/2002 11:00
M19888,x1,303.9,313.2,1630,29.3,104,0,No Failure,28/06/2002 12:00
M19889,x1,303.9,313.2,1624,39.8,107,0,No Failure,28/06/2002 13:00
M19890,x1,303.9,313.1,1437,48.3,110,0,No Failure,28/06/2002 14:00
M19891,x1,303.8,313,1514,45,113,0,No Failure,28/06/2002 15:00
M19892,x1,304,313.1,1694,31.4,116,0,No Failure,28/06/2002 16:00
L52213,x_1,304,313.1,1564,130.7,119,0,No Failure,28/06/2002 17:00
M19894,x1,303.9,313.1,1514,41.1,121,0,No Failure,28/06/2002 18:00
M19895,x1,304,313.2,1500,40.6,124,0,No Failure,28/06/2002 19:00
L52216,x_1,304,313.2,1615,37.8,127,0,No Failure,28/06/2002 20:00
M19897,x1,304.1,313.2,1586,41.1,129,0,No Failure,28/06/2002 21:00
L52218,x_1,304.1,313.3,1732,28.5,132,0,No Failure,28/06/2002 22:00
H34453,X1,304.1,313.3,1689,32.5,134,0,No Failure,28/06/2002 23:00
H34454,X1,304.1,313.2,1586,34.6,139,0,No Failure,29/06/2002 00:00
L52221,x_1,304,313.2,1314,47.1,144,0,No Failure,29/06/2002 01:00
L52222,x_1,304.1,313.2,1569,35.8,146,0,No Failure,29/06/2002 02:00
L52223,x_1,288.1,313.2,1468,39.4,148,0,No Failure,29/06/2002 03:00
L52224,x_1,304.1,313.2,1412,47.5,150,0,Error,29/06/2002 04:00
M19905,x1,304.1,313.2,1510,126.7,152,0,No Failure,29/06/2002 05:00
M19906,x1,304.1,313.2,1410,42.4,155,0,No Failure,29/06/2002 06:00
